ⵙⵀ ш
ⵢⴰ я
ⵢⵓ ю
ⵢⵧ ё
ⵉⵄ ы
ⴰ а
ⴱ б
ⴳ г
ⴷ д
ⴹ дъ
ⴻ е
ⴼ ф
ⴽ к
ⵀ х
ⵃ х
ⵄ ъ
ⵅ х
ⵇ к
ⵉ и
ⵊ ж
ⵍ л
ⵎ м
ⵏ н
ⵒ п
ⵓ у
ⵔ р
ⵕ ръ
ⵖ г
ⵙ с
ⵚ ц
ⵛ ш
ⵜ т
ⵞ ч
ⵟ тъ
ⵠ в
ⵡ в
ⵢ й
ⵣ з
ⵥ зъ
-- о
ⵧ о
